value,anomaly
25.6198037029933,0
445.148983407053,0
625.216587930115,0
783.662588563616,0
676.004482317593,0
807.459455698032,0
364.041410685105,0
-82.5510259980753,0
-85.0793960993351,0
-486.524492566511,0
-178.363049274719,0
-128.452761188483,0
-53.8559523300896,0
292.995815651054,0
426.685373719744,0
603.433755500679,0
394.561548262071,0
304.422495033143,0
-118.391112653602,0
-244.531736525665,0
-523.325775632106,0
-569.46900450631,0
-408.302135127912,0
-198.585529801426,0
135.884313740736,0
580.032566668019,0
893.268675360023,0
1109.42082135612,0
887.576907632649,0
767.591841267435,0
461.585511224257,0
149.351188299468,0
-125.321692782802,0
-162.830055277199,0
-282.350098992805,0
-98.340434749491,0
159.705358018007,0
495.184762966868,0
495.99974447534,0
708.687816852791,0
575.395198572603,0
412.724974870584,0
100.047781210074,0
-296.798175139351,0
-358.631628980547,0
-601.573685296019,0
-335.9358949676,0
-203.549045137325,0
282.097170016995,0
731.815846768905,0
1061.71565784815,0
804.523896600508,0
957.991967881294,0
1023.45890207098,0
336.888913126964,0
267.109204032168,0
-126.588590978907,0
-46.9138075025323,0
-34.0647040652425,0
-46.0161701769586,0
379.749019099747,0
513.564014803873,0
613.652116353103,0
654.798762570547,0
588.348315236672,0
325.062056244895,0
-170.075404432565,0
-356.637266662895,0
-492.731267892829,0
-623.999678540784,0
-257.938094770877,0
0.298448544486376,0
299.030511186747,0
679.390216158713,0
783.52509054546,0
2306.31245190539,1
899.371460075389,0
822.857574201975,0
510.258975168859,0
210.956686115674,0
-184.124888236703,0
-417.422701990249,0
-405.005096327222,0
5.99982673518589,0
143.305468317803,0
422.942495319124,0
518.995882222757,0
665.715298487676,0
451.244341193055,0
73.0519228644701,0
-113.831333891592,0
-356.760619600828,0
-584.3116417123,0
-693.754935483698,0
-495.172179448218,0
-384.885867265131,0
336.120821336093,0
278.957285647468,0
591.792283499645,0
750.09615392241,0
790.026177581459,0
712.978138118123,0
425.388020266312,0
-61.0822099225973,0
-243.680719164647,0
-250.952642082461,0
-449.676301454717,0
-186.955359383082,0
163.606358931856,0
228.842719602395,0
452.140070532247,0
458.671759013348,0
392.801513719222,0
241.636250621603,0
-128.758105044773,0
-332.588343237576,0
-1914.09662273904,1
-655.70947297502,0
-673.033572775476,0
-373.801935561495,0
23.9434416272739,0
325.603085346679,0
626.551177433971,0
905.987327872564,0
787.423749384874,0
675.609466216544,0
428.4473978989,0
-89.4933181283325,0
-255.648512306889,0
-306.283797546712,0
-250.258048894494,0
-70.4252354274048,0
-52.505245216065,0
260.361930594158,0
316.502447615838,0
571.809108165827,0
497.716760372595,0
256.509077714468,0
-105.788825443968,0
-569.221189652042,0
-447.684876594556,0
-631.232807610025,0
-592.697895390303,0
-93.4657842417004,0
200.186099219961,0
404.203386589942,0
704.128902888979,0
850.342176541374,0
803.72267729022,0
665.310406780017,0
482.315690717988,0
-1078.13246813157,1
-48.2576493347483,0
-221.642669569303,0
-242.011327532718,0
6.02076786444413,0
-20.3079396802455,0
378.957554924878,0
640.910568642107,0
698.505151853455,0
482.899138062622,0
407.035612823584,0
-56.7400865708193,0
-352.294234786085,0
-345.442617017484,0
-416.599885105194,0
-262.781165473171,0
-85.977509886472,0
298.401225237373,0
763.254031429626,0
1069.31664161179,0
1140.49652308247,0
889.700127460346,0
823.609868142215,0
737.190849759195,0
577.404336055631,0
235.336289458347,0
80.2203394511013,0
64.8801558832042,0
203.832095934651,0
583.118024506668,0
718.59014099787,0
887.305059087332,0
872.265257441602,0
877.159014429444,0
364.878850319002,0
102.527242394226,0
-109.608845966721,0
-348.275085584326,0
-244.508940396399,0
-162.776498567069,0
272.242994691964,0
502.001032516556,0
824.79745801898,0
1240.89698376315,0
1315.7101294451,0
1189.21199709169,0
1157.74003758987,0
870.161573139428,0
562.840722821748,0
241.31595198275,0
242.95275094903,0
242.363066281874,0
322.520424270599,0
624.734622011993,0
849.082291439254,0
908.281298486148,0
955.912294618475,0
744.580809128556,0
673.234895359233,0
422.321877295654,0
330.185257779075,0
-42.0756105485402,0
-37.6290683438963,0
-90.9137981023414,0
440.684884308649,0
671.666435604301,0
948.563236131619,0
1276.92188793387,0
1386.95451699202,0
1375.08892156672,0
1393.99473012305,0
890.562611083302,0
532.401544304695,0
251.546250494137,0
223.568145619751,0
124.408983855779,0
293.13829473891,0
671.791722725516,0
854.059526027496,0
967.683039827791,0
1003.29266194199,0
940.653561276325,0
599.914800134092,0
373.908999220175,0
42.1363883152295,0
-296.851921199803,0
-169.924407356324,0
-51.4130994495794,0
117.838864068696,0
399.16163620808,0
1049.01422804739,0
1331.91015633802,0
1448.27315116119,0
1403.2537871802,0
1223.33097696419,0
737.159383580553,0
669.954121153306,0
111.255485425867,0
175.97138064622,0
141.801320905457,0
400.650235139659,0
416.744535117162,0
659.535458321148,0
720.639366887557,0
811.251297707188,0
890.075274824944,0
509.509425931678,0
352.636379093967,0
-137.770180358874,0
-185.024240567095,0
-200.705104495665,0
-236.172893603293,0
221.496340181515,0
425.417448400453,0
731.587460785986,0
1320.40627170077,0
1268.52197763955,0
1110.35943463779,0
967.209628666668,0
718.171798120354,0
371.368987311708,0
111.268333942354,0
86.6922473518922,0
5.53777500068724,0
25.386459260773,0
381.064996447204,0
687.485350791277,0
764.080344215614,0
689.451022197118,0
680.849598207904,0
451.268570175603,0
202.872651833871,0
-196.863987023697,0
-269.686520645374,0
-483.878590555831,0
-280.429683467083,0
84.9919813426955,0
430.712346588856,0
752.595485033933,0
1044.13030935667,0
1233.95061109938,0
1129.17924566241,0
742.134666022649,0
672.69468181305,0
271.208906132631,0
193.740755452617,0
12.8788173928408,0
-28.2658434774742,0
223.1616363886,0
438.829168614976,0
443.027143591766,0
825.782897963167,0
636.369134735406,0
755.138740881306,0
435.740101701571,0
194.530402198969,0
12.9059998116559,0
-328.387867778497,0
-286.837047275567,0
-136.974758981422,0
86.682674096978,0
571.239017512062,0
891.494716209451,0
1211.52159518307,0
1430.99786171026,0
1262.70490288624,0
1134.79530807774,0
817.58747833811,0
504.305239090818,0
160.342463983233,0
152.622903974199,0
1.40526744799405,0
471.785987393049,0
546.900514761527,0
880.927589415207,0
944.186099696928,0
765.519444560157,0
926.624698807513,0
576.868647703344,0
311.512427403546,0
90.2919304624154,0
-46.462330966168,0
-59.8304586580644,0
154.090527153288,0
313.348719752967,0
636.589413522702,0
778.334492244406,0
1380.11986563594,0
1444.73523717597,0
1597.14515706013,0
1236.13517725312,0
1109.68261835028,0
834.609464653902,0
338.184489767738,0
448.92625536138,0
487.949853176542,0
432.835113293121,0
766.026520026433,0
1092.20758494838,0
1198.02992376459,0
1409.48908584789,0
1080.44522256391,0
783.027109608711,0
553.203317962506,0
539.965410887859,0
-19.5819834439476,0
197.075580763852,0
282.201069390145,0
443.823883199733,0
981.839459129911,0
1281.52292961907,0
1475.4104269445,0
1680.08349889935,0
1748.27649171773,0
1288.97230883567,0
1150.03727227616,0
924.679746264224,0
568.204672214303,0
660.201362145787,0
680.562340104084,0
794.574916443991,0
816.432613466255,0
1089.93308976212,0
1390.02275501876,0
1265.12930098499,0
970.284878286368,0
975.886255647785,0
746.072227485487,0
266.801784765149,0
232.831950224325,0
152.145404555968,0
290.616398620081,0
707.485383464714,0
1111.29761313103,0
1242.63359269192,0
1524.60044419315,0
1709.7799548031,0
1669.35062998868,0
1504.44779445802,0
1102.06013218916,0
1051.35506272646,0
733.977108783664,0
536.958458190939,0
667.907424710159,0
734.540244566,0
992.163718557724,0
1293.76303794549,0
1427.61464987838,0
1412.52903770502,0
1175.95243458358,0
913.291034019113,0
749.744028275477,0
497.551674386553,0
195.584192579994,0
232.89012852255,0
382.500048432175,0
521.328613567261,0
942.20819134683,0
1144.44514871997,0
1592.58492278253,0
1568.67493584888,0
1607.60495374412,0
1477.33162202112,0
-189.756464052497,1
999.381288788568,0
639.003386297053,0
416.972862117437,0
591.947565798899,0
624.334657033176,0
942.3998090899,0
1041.79601034417,0
1134.66158046506,0
1223.15505683575,0
992.281434044299,0
866.04748436753,0
469.135017606838,0
247.563489244694,0
6.66054161904391,0
39.276182485661,0
201.899029496238,0
500.772288010131,0
657.028517160886,0
1107.31367533975,0
1577.79772702129,0
1577.33381450366,0
1475.3181104185,0
1353.61622901331,0
802.811928690381,0
800.195661021332,0
512.701579725568,0
296.661241272114,0
442.600971656998,0
532.920481142996,0
566.650842627897,0
917.673641656919,0
1066.96312108859,0
1194.94906064557,0
1058.05052608024,0
736.999512808716,0
462.765557621425,0
175.961902064964,0
-32.3216188763699,0
-142.367827750643,0
67.3526935727189,0
416.725128613897,0
802.284550067768,0
1000.71145200877,0
1223.97311153762,0
1351.68213722935,0
1744.90258938122,0
1215.52525235461,0
1058.83307294712,0
800.267663207583,0
393.426394950551,0
306.242779263294,0
440.029694494783,0
362.513906786122,0
830.281491301188,0
936.759686225637,0
1291.0780474884,0
1148.6954051216,0
1077.4456131659,0
1054.41265014285,0
555.067951376525,0
170.836076729568,0
110.569963766487,0
-11.8635229498152,0
246.342329533644,0
447.122636745285,0
704.189457578779,0
1389.33798522375,0
1397.14131765428,0
1532.26962776775,0
1531.48088807877,0
1359.76328666598,0
1013.27047874381,0
807.888201710299,0
623.509150738086,0
363.681162154438,0
510.53677063109,0
768.410229157111,0
901.177850954809,0
984.465687276968,0
1087.60878246843,0
1468.03307505311,0
1136.60360822808,0
874.608015328202,0
619.562520264165,0
423.841111049209,0
164.626604796706,0
237.11786152087,0
401.557943848931,0
604.859261385675,0
1092.82712786936,0
1405.76892850273,0
1571.33683415838,0
1695.51523516124,0
1835.35203128024,0
1667.91681869025,0
1315.75667573108,0
1000.30045320643,0
987.424595622908,0
751.369521773618,0
713.488887621648,0
731.624880079081,0
1196.56833427987,0
1290.67664413504,0
1446.98713923521,0
1331.503870144,0
1356.37780720722,0
1221.40990098161,0
949.013559677887,0
700.046347536445,0
404.263672114799,0
315.240117931693,0
367.441204300916,0
732.905762463598,0
1374.68036639354,0
1535.07009988321,0
1753.16339267953,0
1933.8097910738,0
1847.46077350923,0
1757.07905266141,0
1446.01492100708,0
1224.61008719125,0
858.270927676625,0
689.910138939109,0
746.789333425815,0
1039.18179864332,0
1282.14412102216,0
1531.64380652981,0
1708.74949521411,0
1520.70438785206,0
1360.19228397551,0
1329.98958329904,0
912.167153018488,0
655.714256596925,0
509.096488149797,0
419.801672767895,0
673.096701491066,0
845.421203514951,0
1339.21882310015,0
1710.2136497122,0
2003.73536152559,0
2083.25222119154,0
1903.07123335996,0
1789.45450675389,0
1662.00873598475,0
1082.91210503591,0
935.933265365485,0
1097.01623441939,0
939.888692961852,0
1143.95643098056,0
1422.0085693732,0
1459.9880217989,0
1578.40461873769,0
1716.83760335649,0
1621.17053396865,0
1336.7683606108,0
1047.01738783769,0
1029.54633950543,0
414.187203697366,0
504.440073774969,0
631.302311210156,0
916.20345884952,0
1266.96118500343,0
1541.61041057936,0
1846.49135740511,0
2007.8967568972,0
1921.99835191308,0
1714.90436422382,0
1519.09864039196,0
1236.53393739113,0
998.384368517186,0
843.59711544598,0
761.346954969378,0
1017.97294837839,0
1071.75675391395,0
1397.86033171435,0
1492.35801351342,0
1630.58819516804,0
1398.46901169317,0
1391.40916917412,0
713.162874701837,0
692.80159360112,0
324.956664506807,0
392.806100387353,0
536.695307016262,0
808.030525807185,0
1087.54851738894,0
1550.02874990132,0
1968.40612407142,0
1865.71109819865,0
1611.20495960695,0
1585.28002831436,0
1291.00035491992,0
1093.56021925645,0
847.267054879553,0
631.647635722431,0
674.291011926602,0
880.885407689573,0
1121.31521963997,0
1262.01008362416,0
1424.06482540546,0
1403.9788326508,0
1540.6144372765,0
1115.46352900949,0
678.392779649364,0
649.666402022444,0
427.326880298218,0
301.508455838969,0
405.691421590133,0
630.287880231521,0
1103.89912574511,0
1229.25653947853,0
1830.39463145037,0
1768.48264797551,0
1655.75250882677,0
1590.03290859745,0
1378.84865840487,0
997.880076065015,0
844.227821266374,0
620.186113108524,0
737.99784809938,0
734.188703464276,0
1146.61201971828,0
1385.94135356613,0
1494.388155161,0
1612.40352869663,0
1260.78075299687,0
1183.61215002898,0
651.376433833127,0
734.636104682262,0
400.4062998481,0
494.386405123586,0
554.413046044702,0
789.806077088744,0
974.9794918033,0
1381.92313443167,0
1797.79777757888,0
1934.11022071273,0
1936.63789661313,0
1665.44303597455,0
1528.94051223499,0
1145.73976807505,0
896.455880538059,0
549.078264563669,0
1053.27014489167,0
1129.49468667037,0
1208.58462891634,0
1541.86512381898,0
1651.0890786623,0
1647.15719697519,0
1771.51675398999,0
1388.18537917597,0
1059.48363965588,0
734.272490426667,0
635.670639005345,0
682.829858436221,0
665.656916976924,0
925.746638569643,0
1528.77087988099,0
1608.28814080197,0
2076.46228813795,0
2011.94919377488,0
2147.7400620918,0
1882.98345822096,0
1523.31236333074,0
1216.25094091573,0
1173.07179763569,0
921.228847101506,0
1103.32811626792,0
1206.3680980104,0
1465.92383725115,0
1589.71541919756,0
1737.44435832738,0
1849.63217895749,0
1836.76863963972,0
1354.98034320358,0
1518.18013192255,0
1005.52188426118,0
782.074940014678,0
913.775177629645,0
1018.15057244342,0
1140.70865620342,0
1570.30599540801,0
1841.75440621328,0
2004.59960759888,0
2245.07675876954,0
2265.77399932667,0
2131.63376457864,0
1606.56503790861,0
1598.15216383681,0
1280.9712163058,0
1227.86157975164,0
1192.40182925741,0
1447.56357451374,0
1612.48807247531,0
1873.95395578046,0
2016.89852412264,0
1987.73147575179,0
1902.79813082043,0
1691.00929608494,0
1365.87960928175,0
1115.87383093693,0
852.773830294817,0
803.362329817271,0
1021.4427637522,0
1359.23577421611,0
1816.02824982076,0
1946.90209688302,0
2108.57137182664,0
2428.58770223713,0
2411.35672425383,0
2209.05472198264,0
1896.45932314211,0
1644.04977876901,0
1385.01272809024,0
1207.43598178938,0
1127.56578706254,0
1223.91528289776,0
1467.64332247254,0
1911.60598522761,0
2048.28535219686,0
2079.4975891129,0
1950.97777359899,0
1672.46908936071,0
1222.20150963826,0
975.518365281165,0
1002.14465106436,0
850.486309795525,0
1078.43274397739,0
1280.95100910651,0
1523.81743002301,0
1892.98912039549,0
2064.6349099389,0
2410.90325599812,0
2372.01805800604,0
2094.16301134878,0
2278.4052345967666,1
2230.4894042179435,1
2359.9179048126343,1
2539.0875342768945,1
2534.837147015449,1
2262.800349436216,1
2447.090189753011,1
2307.862493526979,1
2263.722221222705,1
2247.5335335750588,1
2136.404357116088,1
2168.179676029242,1
1987.3274856668231,1
1802.3771163185756,1
1707.1253685240272,1
1565.3674327374267,1
1550.6688620662762,1
1253.2745589541273,1
1184.0830570129665,1
955.8381007368835,1
686.7010184165922,1
922.888176162815,1
876.3995134838901,1
666.785283602607,1
938.8941143983084,1
558.0352951162665,1
720.4945037296922,1
730.2834006406679,1
955.2338150337852,1
1020.4621936088073,1
977.4947425696915,1
1103.063926627273,1
1091.9977120848648,1
1107.7107385083145,1
1402.4697398179,1
1587.6348969103979,1
1829.7681133222566,1
1958.4475995477337,1
1924.4910314113283,1
2048.5220502754105,1
2077.1447034932908,1
2128.471889663323,1
2171.417087339559,1
2590.0757538799276,1
2377.116129825287,1
2396.7207072627384,1
2306.8018119954595,1
2480.7472499399396,1
2192.6543216462655,1
2265.199655359825,1
2112.4533438806325,1
2141.442575118871,1
1940.1431993952365,1
1752.146396257051,1
1739.9208224156193,1
1654.8331870530412,1
1487.9126769888323,1
1384.0375751046865,1
1169.3440774797803,1
1084.9735580683428,1
954.7539552224051,1
901.5710004647245,1
788.6412653934942,1
648.3735254100833,1
809.661266224923,1
743.2937689553168,1
632.8988173029431,1
875.2800111958284,1
791.2260571596149,1
958.720856198393,1
1114.9090562177535,1
1158.1459657427972,1
1374.716355302206,1
1262.307803295341,1
1557.49511886827,1
1583.5189909059675,1
1699.659330331296,1
1860.3246481928513,1
2012.068459939386,1
2164.368859555919,1
2145.485015921664,1
2440.556332076639,1
2468.6103503751056,1
2321.3738457290265,1
2656.9065673800123,1
2710.1170550269153,1
2629.9593051164175,1
2465.005730775514,1
2326.9688442510073,1
2471.9188560743346,1
2241.6823053026824,1
2304.996832371188,1
2092.0512109598103,1
2047.873518317665,1
1858.3756849669237,1
1762.6573168191944,1
1562.310956822598,1
1612.377434721292,1
1325.46749611824,1
1241.4466110115259,1
1405.72247650545,0
1580.93910973275,0
1940.34531998853,0
1864.8442973455,0
2225.28570240712,0
2345.59744768517,0
2108.158016158,0
1875.89631370121,0
1555.40949885729,0
1270.49267372991,0
1106.07358936065,0
1163.01718754928,0
1140.53401893,0
1435.13071477139,0
1741.87930031759,0
2292.81401680283,0
2476.60161124136,0
2535.16710732575,0
2760.02057321521,0
2465.49710320474,0
2194.01905450104,0
1918.64953411387,0
1530.72727694604,0
1419.26101060896,0
1603.87680974566,0
1804.74321945023,0
2051.21575778698,0
2319.30432192471,0
2289.33695658539,0
2210.8426275694,0
2135.27764146114,0
2042.3909433426,0
1704.05819023409,0
1545.37110297394,0
1227.78319535144,0
970.295326182783,0
1285.10392374185,0
1502.61670498713,0
1973.10240786457,0
2148.29615391148,0
2726.1475130719,0
2751.07394760818,0
2722.25246506682,0
2530.38908946771,0
1988.01229408233,0
1915.63142574112,0
1783.88096339035,0
1384.15451598254,0
1603.57272455647,0
1575.97399749135,0
1915.25322634272,0
2216.52568756292,0
2190.78303797217,0
2404.82996379444,0
2176.1178404472,0
1909.65179770099,0
1796.07894881097,0
1212.97220197826,0
1294.38802105402,0
1209.27865454536,0
1341.66018421739,0
1464.70390918668,0
1961.4261192835,0
2125.49317345518,0
2499.48913618001,0
2766.94499938048,0
2642.76916715667,0
2448.58203383139,0
2105.54301799063,0
1780.7097385306,0
1536.2216851072,0
1458.66908230028,0
1596.93614763841,0
1663.2657659865,0
1828.38589227156,0
2083.37595277896,0
2181.25646451129,0
2308.97263234183,0
2208.25818648393,0
1916.81207027112,0
1513.95158005481,0
1373.82086263318,0
1129.70188730031,0
1009.20353408344,0
1198.76497283458,0
1324.38742034296,0
1781.28644285487,0
2076.99022485783,0
2430.27597660703,0
2329.68050841303,0
2496.45444461884,0
2405.77871606141,0
2141.14750299794,0
1770.32736977423,0
1537.29133473794,0
1378.98104940133,0
1346.64085222074,0
1423.74052685109,0
1769.67195176801,0
1866.71822700157,0
2114.07024854204,0
2206.00882263953,0
2114.17637472195,0
1683.67032584574,0
1443.15243513693,0
29.1100060574506,1
994.352940054921,0
810.855368344856,0
1017.19366965352,0
1456.06766556287,0
1623.79715224199,0
2127.63874916294,0
2388.17851578088,0
2433.40938126954,0
2293.76126003034,0
2224.54340149541,0
2078.62226393059,0
1754.09630415016,0
1476.1823706012,0
1282.54141339893,0
1312.31834065388,0
1365.83793461718,0
1859.57354846493,0
1993.50763190041,0
2031.11956288113,0
2049.31032353462,0
2107.23010024677,0
1805.12059215915,0
1503.5824152361,0
1283.42897427834,0
989.671868262537,0
1060.45030494162,0
1057.98605623267,0
1398.41725551219,0
1892.35659976385,0
2122.65052130369,0
2359.78878201437,0
2659.18685581337,0
2572.26687970762,0
2358.18113184583,0
2060.26101255161,0
1673.54953286158,0
1575.29354272105,0
1598.19212336083,0
1585.92710015695,0
1630.38120604278,0
1933.23457038056,0
2105.9919928077,0
2190.89417698721,0
2420.12713355372,0
2237.88616006952,0
1946.33882700672,0
1749.14073559893,0
1328.89913810702,0
1388.07421942812,0
1326.75518086443,0
1396.66842671331,0
1612.08853413148,0
1978.39940170862,0
2394.56906876251,0
2561.25185616084,0
